Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50
STG282,GDC0941,0.342551353,2.313725591,3.3625,0.653125,53.4846185
STG282,GSK1120212,0.500762291,27.62966382,0.770132212,0.233774038,-62.80803564
STG282,GSK1904529A,0.122792218,111957181.7,5,0.01953125,-237.7088509
STG282,GSK2118436,0.225873025,6.72E+42,7.701322115,2.337740385,2405.65102
STG282,GSK269962A,0.285429221,8.013336785,4.094460227,0.925071023,59.07051773
STG282,GW 441756,0.153960804,2.03891E+12,2,0.0078125,292.3872462
STG282,GW843682X (AN-13),0.25401432,11213.38192,5,0.01953125,131.449227
STG282,Gefitinib,0.098337362,6.72E+42,0.5,0.001953125,707.3048248
STG282,Gemcitibine,0.759948829,0.08312619,10,0.0390625,-791.7610435
STG282,INCB-18424,0.160485699,8293926.82,7.701322115,2.337740385,579.477538
STG282,JNJ-26854165,0.38498786,1.467306266,10,0.0390625,61.18365978
STG282,JNK Inhibitor VIII,0.124937385,386136726.9,10,0.0390625,287.7329936
STG282,JQ1,0.273618678,3.288711773,3.784801136,0.196599787,44.84360616
STG282,KU-55933,0.329522966,4.839133409,10,0.0390625,72.91729061
STG282,LCL161,0.328933632,26.03499078,6.484375,3.5546875,130.3856299
STG282,LY317615,0.094627329,2278047406,10,0.0390625,-183.4174138
STG282,Lapatinib,0.109049452,2.69E+43,0.0078125,2,-1790.868801
STG282,Lenalidomide,0.070483806,2.74E+29,5,0.01953125,-458.8426629
STG282,MK-2206,0.141918193,2.03E+22,3.275568182,0.740056818,1419.937478
STG282,MLN8237,0.276677156,60.58843929,2,0.0078125,161.512133
STG282,NU-7441,0.286242508,0.619980891,2,0.0078125,76.66895615
STG282,NVP-AUY922,0.56852306,0.011059069,0.000976563,0.25,56.23282888
STG282,NVP-BEZ235,0.640261687,0.006873405,0.204723011,0.046253551,-129.839492
STG282,Nilotinib,0.123718998,6.72E+42,2,0.0078125,798.7385462
STG282,Nutlin-3a,0.18984556,126131.4197,6.551136364,1.480113636,468.2451387
STG282,OSI-906,0.176728061,8.26574E+18,1.925330529,0.584435096,1552.169579
STG282,Obatoclax Mesylate,0.517716415,0.709744159,8.188920455,1.850142045,-71.64361569
STG282,Olaparib(1495) + Temozolomide(1375),0.287689068,151.4259309,10,0.0390625,107.2155961
STG282,PAC-1,0.268403061,3.10680988,7.701322115,2.337740385,4.337843755
STG282,PD-0325901,0.124740806,6.76E+20,0.21015625,0.040820313,1716.237854
STG282,PD-0332991,0.163623922,483.5752768,3.275568182,0.740056818,302.8687716
STG282,PD-173074,0.165280334,6.72E+42,1.637784091,0.370028409,1957.77605
STG282,PF-02341066,0.177589216,116.7563597,0.818892045,0.185014205,281.665197
STG282,PF-4708671,0.350114467,3.35E+23,8.188920455,1.850142045,897.3798407
STG282,PF-562271,0.359854191,1.591942092,7.701322115,2.337740385,-41.84125578
STG282,PF477736,0.465478544,0.170877355,1,0.00390625,55.77323761
STG282,PLX4720,0.075578466,7.46E+25,10,0.0390625,699.31266
STG282,Paclitaxel,0.161938706,0.279731842,0.01,3.91E-05,134.308505
STG282,RI-1,0.392004636,2.01516424,0.078125,20,41.38788336
STG282,RO-3306,0.133012425,1492407.245,4.094460227,0.925071023,620.9695358
STG282,SB 216763,0.100386887,6.72E+42,10,0.0390625,1041.393128
STG282,SB-505124,0.140373913,249364773.6,6.541193182,1.843705611,631.4905721
STG282,SCH772984,0.329726473,0.606227167,0.01953125,5,38.04997106
STG282,SL 0101-1,0.474515103,45438777169,10,0.0390625,181.2277291
STG282,Sorafenib,0.223003555,1.550904326,4,0.015625,80.41552193
STG282,TW 37,0.199935543,1.00629816,5,0.01953125,-376.707247
STG282,Tamoxifen,0.298186804,0.922938669,4.094460227,0.925071023,-1.493448297
STG282,Temozolomide,0.154306275,6.72E+42,19.453125,10.6640625,5176.366672
STG282,Vinblastine,0.555789187,0.046424978,0.1,0.000390625,-70.58384089
STG282,Vorinostat,0.488343475,0.840110541,10,0.0390625,49.45002894
STG282,XAV 939,0.236495348,6.72E+42,5.581430288,1.17563101,1808.281931
STG282,YK 4-279,0.310366887,3.8057143,7.701322115,2.337740385,21.13024359
STG282,ZM-447439,0.262388909,25.02946415,3.275568182,0.740056818,121.1768735
STG282,mirin,0.284828437,127.0106092,100,0.390625,84.64582169
STG316,(5Z)-7-Oxozeaenol,0.718427263,0.122199283,7.701322115,2.337740385,-247.5481537
STG316,17-AAG,0.35006064,0.186039903,1,0.00390625,69.31204242
STG316,5-Fluorouracil,0.156749089,9.01682E+11,20,0.078125,542.398742
STG316,681640,0.056559249,4085350.708,2,0.0078125,295.0950071
STG316,ABT-263,0.259703725,0.551232317,2,0.0078125,76.66895615
STG316,AG-014699,0.086311484,3.72E-44,5,0.01953125,-1732.392902
STG316,AICAR,0.221975003,548.0169989,1674.576271,6.541313559,79.85620578
STG316,AKT inhibitor VIII,0.143616019,3.007475736,5,0.01953125,90.83281254
STG316,AMG-706,0.089225299,2.69E+43,2,0.0078125,1890.868801
STG316,AZ628,0.17601921,5.50146E+15,1.637784091,0.370028409,1547.286947
STG316,AZ960,0.419096541,0.904746848,7.701322115,2.337740385,-79.6241554
STG316,AZD2281,0.103442914,2507910.539,5.278409091,1.475142045,1115.867126
STG316,AZD6482,0.288682587,6.090946403,4.094460227,0.925071023,126.3638133
STG316,AZD7762,0.455510424,0.182372916,2,0.0078125,56.81204242
STG316,AZD8055,0.269613492,1.832355451,1.637784091,0.370028409,107.2104214
STG316,Anastrozole,0.076643977,2.69E+43,8.102678571,1.936383929,6940.134982
STG316,Axitinib,0.168738076,439.230572,2,0.0078125,184.9793947
STG316,BI-2536,0.359893732,0.406203546,2.057692308,0.008037861,70.74059337
STG316,BIBW2992,0.048114359,1.34E+43,0.5,0.001953125,1302.10965
STG316,BIRB 0796,0.064661417,2.69E+43,10,0.0390625,1861.8447
STG316,BMN-673,0.209398411,2225.435059,7.701322115,2.337740385,575.279438
STG316,BMS-345541,0.207953987,4.488423388,7.701322115,2.337740385,54.71504325
STG316,BMS-536924,0.201864622,58.5821413,3.275568182,0.740056818,242.3048056
STG316,BMS-708163,0.189203103,3.68209E+19,4.094460227,0.925071023,1849.07218
STG316,BMS-754807,0.221807107,66.36630047,8.188920455,1.850142045,221.0822201
STG316,BX-795,0.163670786,28.88952128,5,0.01953125,125.1311181
STG316,Bicalutamide,0.159584755,2.70642E+19,7.701322115,2.337740385,3681.873407
STG316,Bosutinib,0.100542639,371.7505975,2,0.0078125,184.9793947
STG316,CEP-701,0.380110537,0.247486379,2,0.0078125,62.22756435
STG316,CHIR-99021,0.116891175,1.10769E+19,8.188920455,1.850142045,2044.73053
STG316,Camptothecin,0.093225604,30.90435366,0.1,0.000390625,199.2896684
STG316,Carboplatin,0.155483785,405514.9066,10,0.0390625,291.3433416
STG316,Cisplatin,0.04101898,5.47E+33,7.318181818,0.028586648,1082.224556
STG316,Cyclophosphamide,0.193625757,2.69E+43,6.484375,3.5546875,16424.40321
STG316,Docetaxel,0.041630301,2.69E+43,0.0125,4.88E-05,1982.392902
STG316,EHT 1864,0.128257594,1220.611336,10,0.0390625,186.643251
STG316,Embelin,0.290665758,2.01516424,10,0.0390625,71.11211664
STG316,Epirubicin,0.871073602,0.016504799,6.484375,3.5546875,-893.7146066
STG316,Erlotinib,0.140356015,3667845.957,2,0.0078125,360.0812702
STG316,Everolimus,0.458502078,1.105281551,3.2421875,1.77734375,-79.02138175
STG316,FK866,0.618031674,0.024632127,0.770132212,0.233774038,-188.7510344
STG316,Fulvestrant,0.213280787,3.31E+19,0.58984375,0.4140625,12951.21725
STG316,GDC-0449,0.049905983,6.04173E+11,10,0.0390625,547.6780461
STG316,GDC0941,0.501125874,0.294288231,3.3625,0.653125,-53.41610954
STG316,GSK1120212,0.303858667,300.5775245,0.770132212,0.233774038,600.4917577
STG316,GSK1904529A,0.017154103,6.63E+34,5,0.01953125,1516.920253
STG316,GSK2118436,0.573256764,0.122199283,7.701322115,2.337740385,-247.5481537
STG316,GSK269962A,0.147120917,17.23997983,4.094460227,0.925071023,193.6571089
STG316,GW 441756,0.02467988,2.69E+43,2,0.0078125,1890.868801
STG316,GW843682X (AN-13),0.101184624,14.92000161,5,0.01953125,119.7155961
STG316,Gefitinib,0.042369615,1.34E+43,0.5,0.001953125,112.5
STG316,Gemcitibine,0.668637529,4.97E-07,10,0.0390625,-203.2743276
STG316,INCB-18424,0.119544193,7397.585254,7.701322115,2.337740385,676.033837
STG316,JNJ-26854165,0.122746402,5.483270348,10,0.0390625,89.16385639
STG316,JNK Inhibitor VIII,0.093012243,1.34E+43,10,0.0390625,1183.099285
STG316,JQ1,0.330591646,0.272177378,3.784801136,0.196599787,10.99831682
STG316,KU-55933,0.223707306,3.475121678,10,0.0390625,80.13798651
STG316,LCL161,0.629735741,0.182372916,6.484375,3.5546875,-494.0657338
STG316,LY317615,0.020285731,3.30E+29,10,0.0390625,1284.189028
STG316,Lenalidomide,0.0374938,6.07E+22,5,0.01953125,865.2524479
STG316,MK-2206,0.28052159,7.943546748,3.275568182,0.740056818,148.0941918
STG316,NU-7441,0.255496604,0.673411476,2,0.0078125,80.2793041
STG316,NVP-BEZ235,0.313190684,0.074451979,0.204723011,0.046253551,31.66441742
STG316,Nilotinib,0.022741046,5.50477E+13,2,0.0078125,578.5073212
STG316,Nutlin-3a,0.21481917,371.7505975,6.551136364,1.480113636,337.0232123
STG316,OSI-906,0.14889135,149031.342,1.925330529,0.584435096,1044.199484
STG316,Obatoclax Mesylate,0.523052634,0.551232317,8.188920455,1.850142045,-81.73761003
STG316,Olaparib(1495) + Temozolomide(1375),0.090509606,9037.240109,10,0.0390625,222.7467305
STG316,PAC-1,0.314837424,2.01516424,7.701322115,2.337740385,-12.45455608
STG316,PD-0325901,0.220300414,3.652424812,0.21015625,0.040820313,237.9535004
STG316,PD-0332991,0.109636414,3.68627E+15,3.275568182,0.740056818,2045.765127
STG316,PD-173074,0.222382017,20286697.73,1.637784091,0.370028409,1015.669912
STG316,PF-02341066,0.160203653,166580.8374,0.818892045,0.185014205,779.6355843
STG316,PF-4708671,0.18735137,609279251.7,8.188920455,1.850142045,988.2257897
STG316,PF-562271,0.241664467,2.01516424,7.701322115,2.337740385,-12.45455608
STG316,PF477736,0.202057668,1.649546663,1,0.00390625,109.0258699
STG316,PLX4720,0.050834568,2.72E+24,10,0.0390625,836.5058821
STG316,Paclitaxel,0.184754233,0.222795381,0.01,3.91E-05,155.9705927
STG316,RO-3306,0.076697442,4.96E+26,4.094460227,0.925071023,3477.569933
STG316,SB 216763,0.052794837,1.34E+43,10,0.0390625,1446.654686
STG316,SB-505124,0.314794998,1396.357226,6.541193182,1.843705611,433.8739526
STG316,SL 0101-1,0.407284617,1.649546663,10,0.0390625,67.50176869
STG316,Sorafenib,0.349793439,0.496237468,4,0.015625,62.36378217
STG316,TW 37,0.263951225,0.904746848,5,0.01953125,69.17072484
STG316,Tamoxifen,0.385055211,45.88689636,4.094460227,0.925071023,166.7397907
STG316,Temozolomide,0.077726392,2.69E+43,19.453125,10.6640625,16241.64484
STG316,Vinblastine,0.512089159,0.005515442,0.1,0.000390625,47.65505448
STG316,Vorinostat,0.420159914,1.0050142,10,0.0390625,58.47589881
STG316,XAV 939,0.123474743,7397.585254,5.581430288,1.17563101,561.5613159
STG316,YK 4-279,0.193094171,12.21301886,7.701322115,2.337740385,138.6770424
STG316,ZM-447439,0.149074397,279.5271069,3.275568182,0.740056818,383.6207263
STG316,mirin,0.153135854,164.8613974,100,0.390625,109.0156704
STG335,(5Z)-7-Oxozeaenol,0.320961902,1.350264231,7.701322115,2.337740385,-46.03935574
STG335,17-AAG,0.525059051,0.054863725,1,0.00390625,47.64995472
STG335,5-Fluorouracil,0.135915197,4057.443232,20,0.078125,195.8053387
STG335,681640,0.354305722,0.272177378,2,0.0078125,64.03273832
STG335,ABT-263,0.584376355,0.081879838,2,0.0078125,42.37065062
STG335,AG-014699,0.086982665,24590.36824,5,0.01953125,253.2984703
STG335,AICAR,0.260570358,4.03E+25,1674.576271,6.541313559,1029.377717
STG335,AKT inhibitor VIII,0.529041597,0.272177378,5,0.01953125,47.50863714
STG335,AMG-706,0.04124884,2.00493E+18,2,0.0078125,847.4782435
STG335,AZ628,0.22916346,4.488423388,1.637784091,0.370028409,167.7743875
STG335,AZ960,0.55157387,0.406203546,7.701322115,2.337740385,-146.7937547
STG335,AZD2281,0.175018898,110.4656601,5.278409091,1.475142045,338.5403117
STG335,AZD6482,0.171520793,40.59738695,4.094460227,0.925071023,254.2210749
STG335,AZD7762,0.336543171,0.332504761,2,0.0078125,67.64308627
STG335,AZD8055,0.655855481,0.036761532,1.637784091,0.370028409,-155.2334313
STG335,AZD8931,0.478557716,0.272177378,0.01953125,5,52.49136286
STG335,Anastrozole,0.046452998,99858.70457,8.102678571,1.936383929,758.0619212
STG335,Axitinib,0.084460676,2714087727,2,0.0078125,479.2227526
STG335,BI-2536,0.107220714,6.63E+38,2.057692308,0.008037861,1699.007519
STG335,BI-D1870,0.093768529,49.59568847,5,0.01953125,141.3776838
STG335,BIBW2992,0.298667673,11.22465686,0.5,0.001953125,125.1362178
STG335,BIRB 0796,0.071849546,367.1997236,10,0.0390625,164.9811633
STG335,BMN-673,0.313002904,110.4656601,7.701322115,2.337740385,323.3934405
STG335,BMS-345541,0.271784477,2.01516424,7.701322115,2.337740385,-12.45455608
STG335,BMS-536924,0.560941504,0.182372916,3.275568182,0.740056818,-94.16167233
STG335,BMS-708163,0.10392636,164.8613974,4.094460227,0.925071023,348.4316887
STG335,BMS-754807,0.905531833,0.000301088,8.188920455,1.850142045,-586.4373269
STG335,BX-795,0.236260427,1.350264231,5,0.01953125,76.39142074
STG335,BYL719,0.459971602,0.406203546,0.01953125,5,45.27066696
STG335,Bicalutamide,0.045959387,271715.9539,7.701322115,2.337740385,978.2970339
STG335,Bortezomib,0.399957873,0.001824761,0.02,7.81E-05,56.82224194
STG335,Bosutinib,0.147079254,2.461819968,2,0.0078125,103.7465658
STG335,CEP-701,0.363284831,0.606227167,2,0.0078125,78.47413012
STG335,CHIR-99021,0.266848575,3.007475736,8.188920455,1.850142045,32.66099246
STG335,Camptothecin,0.104611631,334.8531433,0.1,0.000390625,186.6534506
STG335,Carboplatin,0,3.72E-44,10,0.0390625,-1744.892902
STG335,Cisplatin,0.394780111,0.606227167,7.318181818,0.028586648,55.08056438
STG335,Cyclophosphamide,0.120390049,1.10E+24,6.484375,3.5546875,8997.594995
STG335,Docetaxel,0.28375892,0.013979528,0.0125,4.88E-05,94.18092436
STG335,EHT 1864,0.074349286,2.69E+43,10,0.0390625,1861.8447
STG335,EPZ004777,0.089426486,6055.418129,0.0390625,10,-115.5260346
STG335,EPZ5676,0.159817701,668348512.2,0.0390625,10,-324.9262158
STG335,Embelin,0.052739841,2.45E+22,10,0.0390625,988.140496
STG335,Epirubicin,0.857295602,0.036761532,6.484375,3.5546875,-760.4983157
STG335,Erlotinib,0.160848289,2.461819968,2,0.0078125,103.7465658
STG335,Everolimus,0.568456129,0.009052587,3.2421875,1.77734375,-878.3191273
STG335,FK866,0.637102487,0.036761532,0.770132212,0.233774038,-155.1662347
STG335,Fulvestrant,0.066540054,3.68E+21,0.58984375,0.4140625,7972.249171
STG335,GDC-0449,0.100604796,27.20234828,10,0.0390625,118.04664
STG335,GDC0941,0.591821108,0.152337609,3.3625,0.653125,-96.17640076
STG335,GSK1120212,0.592210677,0.024632127,0.770132212,0.233774038,-188.7510344
STG335,GSK1904529A,0.083319485,81741.02619,5,0.01953125,274.960558
STG335,GSK2118436,0.041157203,7397.585254,7.701322115,2.337740385,676.033837
STG335,GSK269962A,0.327169938,0.740595786,4.094460227,0.925071023,-14.95210741
STG335,GW 441756,0.012236217,2.69E+43,2,0.0078125,1890.868801
STG335,GW843682X (AN-13),0.065623469,1.48526E+17,5,0.01953125,784.019619
STG335,Gefitinib,0.131365962,54770.71383,0.5,0.001953125,309.2639633
STG335,Gemcitibine,0.263473447,999.1519877,10,0.0390625,183.0329031
STG335,INCB-18424,0.126287871,548.0169989,7.701322115,2.337740385,457.7326392
STG335,JNJ-26854165,0.326946456,1.350264231,10,0.0390625,63.89142074
STG335,JNK Inhibitor VIII,0.052417352,121992.1176,10,0.0390625,269.6812539
STG335,JQ1,0.235303651,0.496237468,3.784801136,0.196599787,31.30549043
STG335,KU-55933,0.258565581,3.007475736,10,0.0390625,78.33281254
STG335,LCL161,0.291268717,33.23167554,6.484375,3.5546875,371.8401573
STG335,LY317615,0.351764755,1.350264231,10,0.0390625,63.89142074
STG335,Lapatinib,0.211487414,5.483270348,0.0078125,2,-18.18795758
STG335,Lenalidomide,0.046340266,3.30E+25,5,0.01953125,1130.613022
STG335,MK-2206,0.550341614,0.182372916,3.275568182,0.740056818,-94.16167233
STG335,MLN8237,0.164345657,110.4656601,2,0.0078125,172.3431768
STG335,NU-7441,0.19448968,1.350264231,2,0.0078125,92.91552193
STG335,NVP-AUY922,0.32377051,0.100028283,0.000976563,0.25,16.51900143
STG335,NVP-BEZ235,0.560054657,0.011059069,0.204723011,0.046253551,-96.19284418
STG335,Nilotinib,0.160685368,2.461819968,2,0.0078125,103.7465658
STG335,Nutlin-3a,0.141908183,164.8613974,6.551136364,1.480113636,316.8352237
STG335,OSI-906,0.418505545,0.272177378,1.925330529,0.584435096,-64.09890445
STG335,Obatoclax Mesylate,0.612611482,0.332504761,8.188920455,1.850142045,-115.3842578
STG335,PAC-1,0.423464613,0.904746848,7.701322115,2.337740385,-79.6241554
STG335,PD-0325901,0.540395107,0.040947391,0.21015625,0.040820313,-220.192477
STG335,PD-0332991,0.133494193,110.4656601,3.275568182,0.740056818,336.5154194
STG335,PD-173074,0.320810558,2.01516424,1.637784091,0.370028409,113.939751
STG335,PF-02341066,0.080120574,20128.8605,0.818892045,0.185014205,779.6355843
STG335,PF-4708671,0.627232212,0.272177378,8.188920455,1.850142045,-128.8429169
STG335,PF-562271,0.535546547,0.496237468,7.701322115,2.337740385,-130.0013549
STG335,PF477736,0.221409377,3.007475736,1,0.00390625,119.8569137
STG335,PLX4720,0.134003516,40.59738695,10,0.0390625,125.2673359
STG335,Paclitaxel,0.114043258,0.606227167,0.01,3.91E-05,174.0223325
STG335,RI-1,0.397702823,2.01516424,0.078125,20,41.38788336
STG335,RO-3306,0.131772948,164.8613974,4.094460227,0.925071023,348.4316887
STG335,SB 216763,0.228083733,12.21301886,10,0.0390625,103.6052482
STG335,SB-505124,0.227741095,3.674074636,6.541193182,1.843705611,54.45004325
STG335,SCH772984,0.598614303,0.222795381,0.01953125,5,56.10171081
STG335,SL 0101-1,0.751131217,0.067024121,10,0.0390625,9.736201487
STG335,Sorafenib,0.552398195,0.222795381,4,0.015625,47.92239037
STG335,TW 37,0.127129688,90.4235285,5,0.01953125,152.2087277
STG335,Tamoxifen,0.651521224,0.081879838,4.094460227,0.925071023,-162.9973577
STG335,Temozolomide,0.021512253,9.95204E+16,19.453125,10.6640625,6117.206727
STG335,Vinblastine,0.354004029,0.013510281,0.1,0.000390625,63.90162026
STG335,Vorinostat,0.565121406,0.496237468,10,0.0390625,45.83968099
STG335,XAV 939,0.136910072,74.01770374,5.581430288,1.17563101,265.9471495
STG335,YK 4-279,0.187840007,22.2669408,7.701322115,2.337740385,189.0542419
STG335,ZM-447439,0.225434733,3.007475736,3.275568182,0.740056818,94.25955529
STG335,mirin,0.457137297,8.183354091,100,0.390625,54.8604511
VHIO098,17-AAG,0.718145107,0.016504799,1,0.00390625,25.98786702
VHIO098,681640,0.393654243,0.222795381,2,0.0078125,60.42239037
VHIO098,ABT-263,0.684504104,0.030091772,2,0.0078125,24.31891087
VHIO098,AICAR,0.248235631,448.5885537,1674.576271,6.541313559,76.24585783
VHIO098,AMG-706,0.13462407,2.69E+43,2,0.0078125,1890.868801
VHIO098,AZ628,0.036356496,1.34E+32,1.637784091,0.370028409,5039.808988
VHIO098,AZD2281,0.056846169,1.64E+20,5.278409091,1.475142045,3620.586862
VHIO098,AZD6482,0.185766013,134.9500763,4.094460227,0.925071023,334.9730296
VHIO098,AZD8055,0.684080432,0.024632127,1.637784091,0.370028409,-182.1507496
VHIO098,Axitinib,0.281096373,0.904746848,2,0.0078125,85.69482602
VHIO098,BIBW2992,0.261928582,3.72E-44,0.5,0.001953125,-1690.868801
VHIO098,BIRB 0796,0,3.72E-44,10,0.0390625,-1744.892902
VHIO098,BMS-536924,0.194090786,3.007475736,3.275568182,0.740056818,94.25955529
VHIO098,BMS-708163,0,3.72E-44,4.094460227,0.925071023,-6717.364347
VHIO098,BMS-754807,0.254105897,49.59568847,8.188920455,1.850142045,221.0822201
VHIO098,BX-795,0.387412831,0.606227167,5,0.01953125,61.95002894
VHIO098,Bosutinib,0.389007546,0.182372916,2,0.0078125,56.81204242
VHIO098,CEP-701,0.883185593,0.002229214,2,0.0078125,-22.61561248
VHIO098,CHIR-99021,0.047795905,40528561.98,8.188920455,1.850142045,1136.27104
VHIO098,Camptothecin,0.567397029,0.004064334,0.1,0.000390625,42.23953256
VHIO098,Cisplatin,0.276284914,1.105281551,7.318181818,0.028586648,65.91160823
VHIO098,Docetaxel,0.360723695,0.740595786,0.0125,4.88E-05,173.6085793
VHIO098,GDC0941,0.458563627,0.496237468,3.3625,0.653125,-16.76443136
VHIO098,GSK269962A,0.114334256,90.4235285,4.094460227,0.925071023,308.0557114
VHIO098,GW 441756,0.005979268,2.69E+43,2,0.0078125,1890.868801
VHIO098,Gefitinib,0.115435988,164.8613974,0.5,0.001953125,204.5638727
VHIO098,JNK Inhibitor VIII,0.044076747,2.69E+43,10,0.0390625,1861.8447
VHIO098,JQ1,0.049752227,6055.418129,3.784801136,0.196599787,349.4512102
VHIO098,KU-55933,0.182265706,9.997172493,10,0.0390625,99.99490024
VHIO098,Lenalidomide,0.064632759,2225.435059,5,0.01953125,209.9742949
VHIO098,MK-2206,0.414695975,0.496237468,3.275568182,0.740056818,-26.86837675
VHIO098,NU-7441,0.074676467,2.0072E+14,2,0.0078125,681.4022378
VHIO098,NVP-BEZ235,0.431358529,0.024632127,0.204723011,0.046253551,-42.35820772
VHIO098,Nilotinib,0.11055689,2011747.921,2,0.0078125,349.2502264
VHIO098,Nutlin-3a,0.171476019,12.21301886,6.551136364,1.480113636,141.8726552
VHIO098,Obatoclax Mesylate,0.919400215,0.004064334,8.188920455,1.850142045,-411.4747584
VHIO098,PD-0325901,0.577432283,0.004965182,0.21015625,0.040820313,-128.5632815
VHIO098,PD-0332991,0.051355526,2.69E+43,3.275568182,0.740056818,6742.837159
VHIO098,PD-173074,0,3.72E-44,1.637784091,0.370028409,-6655.765784
VHIO098,PF-02341066,0.259477977,0.606227167,0.818892045,0.185014205,79.78531025
VHIO098,PF-4708671,0.503920634,0.606227167,8.188920455,1.850142045,-75.00828047
VHIO098,PLX4720,0.133905928,18196079.5,10,0.0390625,359.9399527
VHIO098,RO-3306,0.096440416,3.72E-44,4.094460227,0.925071023,-6717.364347
VHIO098,SB 216763,0.13232292,1347975.121,10,0.0390625,313.0054293
VHIO098,SB-505124,0.038891649,447828059,6.541193182,1.843705611,1524.717692
VHIO098,SL 0101-1,0.658048606,0.272177378,10,0.0390625,35.00863714
VHIO098,Tamoxifen,0.325868043,3.007475736,4.094460227,0.925071023,79.2585064
VHIO098,Vinblastine,0.889338121,2.73E-15,0.1,0.000390625,-463.2091805
VHIO098,Vorinostat,0.443221981,0.740595786,10,0.0390625,53.06037689
VHIO098,ZM-447439,0.312445647,0.904746848,3.275568182,0.740056818,13.50760059
VHIO169,(5Z)-7-Oxozeaenol,0.205617983,11.80860251,7.701322115,2.337740385,71.50744308
VHIO169,17-AAG,0.531943414,0.054863725,1,0.00390625,47.64995472
VHIO169,5-Fluorouracil,0.090145651,2.02E+21,20,0.078125,621.8263969
VHIO169,681640,0.221524604,0.740595786,2,0.0078125,82.08447807
VHIO169,ABT-263,0.182793573,6.698622458,2,0.0078125,121.7983055
VHIO169,AG-014699,0.114565189,40801228786,5,0.01953125,377.8554746
VHIO169,AICAR,0.157254099,669.4834913,1674.576271,6.541313559,83.46655373
VHIO169,AKT inhibitor VIII,0.312547708,6.309611203,5,0.01953125,85.41729061
VHIO169,AMG-706,0.024824352,2.70642E+19,2,0.0078125,894.4127669
VHIO169,AZ628,0.014692957,3.31191E+13,1.637784091,0.370028409,2159.655937
VHIO169,AZ960,0.417569826,1.534023568,7.701322115,2.337740385,-54.43555565
VHIO169,AZD2281,0.164766425,4956.7646,5.278409091,1.475142045,636.9081799
VHIO169,AZD6482,0.332289066,3.674074636,4.094460227,0.925071023,92.71716552
VHIO169,AZD7762,0.162761523,2.46999E+15,2,0.0078125,405.2106196
VHIO169,AZD8055,0.481550175,0.149284425,1.637784091,0.370028409,-61.02281751
VHIO169,AZD8931,0.144076359,76176.31529,0.01953125,5,-151.4932963
VHIO169,Anastrozole,0.013293142,1.34E+43,8.102678571,1.936383929,5338.670354
VHIO169,Axitinib,0.241652021,1.105281551,2,0.0078125,89.30517398
VHIO169,BI-2536,0.238576911,1005874.636,2.057692308,0.008037861,220.5700333
VHIO169,BI-D1870,0.206161101,3.674074636,5,0.01953125,94.44316049
VHIO169,BIBW2992,0.097040216,2.02E+25,0.5,0.001953125,686.5453241
VHIO169,BIRB 0796,0.057507517,2.69E+43,10,0.0390625,1861.8447
VHIO169,BMN-673,0.224947753,21.06117494,7.701322115,2.337740385,180.658042
VHIO169,BMS-345541,0.112129781,1669.757772,7.701322115,2.337740385,390.5630399
VHIO169,BMS-536924,0.164164971,3.007475736,3.275568182,0.740056818,94.25955529
VHIO169,BMS-708163,0.144979395,2457646.431,4.094460227,0.925071023,994.4473263
VHIO169,BMS-754807,0.45500232,0.904746848,8.188920455,1.850142045,-48.09096224
VHIO169,BX-795,0.290949337,1.105281551,5,0.01953125,72.78107279
VHIO169,BYL719,0.292353159,5.483270348,0.01953125,5,-1.66385639
VHIO169,Bicalutamide,0.113402594,3692523403,7.701322115,2.337740385,1213.390632
VHIO169,Bortezomib,0.243865468,0.004514758,0.02,7.81E-05,73.06880772
VHIO169,Bosutinib,0.113971023,201.4024823,2,0.0078125,183.1742207
VHIO169,CEP-701,0.385279061,0.332504761,2,0.0078125,67.64308627
VHIO169,CHIR-99021,0.070019605,149031.342,8.188920455,1.850142045,759.4285847
VHIO169,Camptothecin,0.182214661,0.11861832,0.1,0.000390625,100.0050998
VHIO169,Carboplatin,0.06009874,1.34E+43,10,0.0390625,1215.592417
VHIO169,Cisplatin,0.234020976,2.01516424,7.318181818,0.028586648,76.74265208
VHIO169,Cyclophosphamide,0.064013446,1.00E+28,6.484375,3.5546875,6016.880485
VHIO169,Docetaxel,0.158730192,0.459128565,0.0125,4.88E-05,139.3102737
VHIO169,EHT 1864,0.13716056,19.965149,10,0.0390625,107.2155961
VHIO169,EPZ004777,0.044558736,8.20586E+17,0.0390625,10,-512.6643092
VHIO169,EPZ5676,0.11105658,2.69E+43,0.0390625,10,-1761.8447
VHIO169,Embelin,0.056203916,1.34E+43,10,0.0390625,1255.306244
VHIO169,Epirubicin,0.808813634,0.067024121,6.484375,3.5546875,-660.5860975
VHIO169,Erlotinib,0.078326145,122827861.6,2,0.0078125,354.6657483
VHIO169,Everolimus,0.573250454,183.5998784,3.2421875,1.77734375,-462.0182182
VHIO169,FK866,0.835210468,0.004537446,0.770132212,0.233774038,-524.599031
VHIO169,Fulvestrant,0.032694708,1.34E+43,0.58984375,0.4140625,21409.80506
VHIO169,GDC-0449,0.07574509,61179.65866,10,0.0390625,217.3312086
VHIO169,GDC0941,0.499172519,0.502387566,3.3625,0.653125,-47.30749651
VHIO169,GSK1120212,0.23713858,3.566408505,0.770132212,0.233774038,214.2665616
