ID,Model,Drug,AUC,iC50,D1_CONC,D5_CONC,perc.iC50,cluster.superv
STG335-X1C,STG335,Bortezomib,0.399957873,0.001824761,0.02,7.81E-05,56.82224194,3
STG335-X1C,STG335,Camptothecin,0.033259428,669.4834913,0.1,0.000390625,258.8604096,2
STG335-X1C,STG335,Carboplatin,0,3.72E-44,10,0.0390625,-1744.892902,1
STG335-X1C,STG335,Cyclophosphamide,0.120390049,1.10E+24,6.484375,3.5546875,8997.594995,1
STG335-X1C,STG335,Docetaxel,0.210316523,0.024632127,0.0125,4.88E-05,112.2326641,2
STG335-X1C,STG335,EHT 1864,0.074349286,2.69E+43,10,0.0390625,1861.8447,1
STG335-X1C,STG335,EPZ004777,0.089426486,6055.418129,0.0390625,10,-115.5260346,2
STG335-X1C,STG335,EPZ5676,0.159817701,668348512.2,0.0390625,10,-324.9262158,1
STG335-X1C,STG335,Embelin,0.052739841,2.45E+22,10,0.0390625,988.140496,1
STG335-X1C,STG335,Epirubicin,0.857295602,0.036761532,6.484375,3.5546875,-760.4983157,6
STG335-X1C,STG335,Erlotinib,0.160848289,2.461819968,2,0.0078125,103.7465658,2
STG335-X1C,STG335,Everolimus,0.568456129,0.009052587,3.2421875,1.77734375,-878.3191273,7
STG335-X1C,STG335,FK866,0.637102487,0.036761532,0.770132212,0.233774038,-155.1662347,6
STG335-X1C,STG335,Fulvestrant,0.007943692,7.36E+21,0.58984375,0.4140625,14478.85518,1
STG335-X1C,STG335,GDC-0449,0.100604796,27.20234828,10,0.0390625,118.04664,2
STG335-X1C,STG335,GDC0941,0.666933424,0.081879838,3.3625,0.653125,-126.7194659,6
STG335-X1C,STG335,GSK1120212,0.592210677,0.024632127,0.770132212,0.233774038,-188.7510344,6
STG335-X1C,STG335,GSK1904529A,0.083319485,81741.02619,5,0.01953125,274.960558,1
STG335-X1C,STG335,GSK2118436,0.041157203,7397.585254,7.701322115,2.337740385,676.033837,2
STG335-X1C,STG335,GW843682X (AN-13),0.065623469,1.48526E+17,5,0.01953125,784.019619,1
STG335-X1C,STG335,Gemcitibine,0.263473447,999.1519877,10,0.0390625,183.0329031,2
STG335-X1C,STG335,INCB-18424,0.126287871,548.0169989,7.701322115,2.337740385,457.7326392,2
STG335-X1C,STG335,JNJ-26854165,0.326946456,1.350264231,10,0.0390625,63.89142074,3
STG335-X1C,STG335,LCL161,0.291268717,33.23167554,6.484375,3.5546875,371.8401573,2
STG335-X1C,STG335,LY317615,0.351764755,1.350264231,10,0.0390625,63.89142074,4
STG335-X1C,STG335,Lapatinib,0.211487414,5.483270348,0.0078125,2,-18.18795758,2
STG335-X1C,STG335,MLN8237,0.164345657,110.4656601,2,0.0078125,172.3431768,2
STG335-X1C,STG335,NVP-AUY922,0.32377051,0.100028283,0.000976563,0.25,16.51900143,4
STG335-X1C,STG335,OSI-906,0.418505545,0.272177378,1.925330529,0.584435096,-64.09890445,5
STG335-X1C,STG335,PAC-1,0.423464613,0.904746848,7.701322115,2.337740385,-79.6241554,5
STG335-X1C,STG335,PD-0325901,0.689739015,1.49E-05,0.21015625,0.040820313,-482.8628373,7
STG335-X1C,STG335,PF-562271,0.535546547,0.496237468,7.701322115,2.337740385,-130.0013549,6
STG335-X1C,STG335,PF477736,0.221409377,3.007475736,1,0.00390625,119.8569137,2
STG335-X1C,STG335,Paclitaxel,0.114043258,0.606227167,0.01,3.91E-05,174.0223325,2
STG335-X1C,STG335,RI-1,0.397702823,2.01516424,0.078125,20,41.38788336,4
STG335-X1C,STG335,Sorafenib,0.552398195,0.222795381,4,0.015625,47.92239037,5
STG335-X1C,STG335,TW 37,0.127129688,90.4235285,5,0.01953125,152.2087277,2
STG335-X1C,STG335,Temozolomide,0.021512253,9.95204E+16,19.453125,10.6640625,6117.206727,1
STG335-X1C,STG335,XAV 939,0.136910072,74.01770374,5.581430288,1.17563101,265.9471495,2
STG335-X1C,STG335,YK 4-279,0.187840007,22.2669408,7.701322115,2.337740385,189.0542419,2
STG335-X1C,STG335,mirin,0.457137297,8.183354091,100,0.390625,54.8604511,5
STG335-X2C,STG335,17-AAG,0.525059051,0.054863725,1,0.00390625,47.64995472,5
STG335-X2C,STG335,681640,0.354305722,0.272177378,2,0.0078125,64.03273832,4
STG335-X2C,STG335,ABT-263,0.584376355,0.081879838,2,0.0078125,42.37065062,6
STG335-X2C,STG335,AICAR,0.260570358,4.03E+25,1674.576271,6.541313559,1029.377717,2
STG335-X2C,STG335,AMG-706,0.04124884,2.00493E+18,2,0.0078125,847.4782435,1
STG335-X2C,STG335,AZ628,0.22916346,4.488423388,1.637784091,0.370028409,167.7743875,2
STG335-X2C,STG335,AZD2281,0.175018898,110.4656601,5.278409091,1.475142045,338.5403117,2
STG335-X2C,STG335,AZD6482,0.171520793,40.59738695,4.094460227,0.925071023,254.2210749,2
STG335-X2C,STG335,AZD8055,0.655855481,0.036761532,1.637784091,0.370028409,-155.2334313,6
STG335-X2C,STG335,Axitinib,0.084460676,2714087727,2,0.0078125,479.2227526,1
STG335-X2C,STG335,BI-D1870,0.093768529,49.59568847,5,0.01953125,141.3776838,2
STG335-X2C,STG335,BIBW2992,0.231236742,22.2669408,0.5,0.001953125,168.4603932,2
STG335-X2C,STG335,BIRB 0796,0.071849546,367.1997236,10,0.0390625,164.9811633,2
STG335-X2C,STG335,BMS-536924,0.560941504,0.182372916,3.275568182,0.740056818,-94.16167233,5
STG335-X2C,STG335,BMS-708163,0.10392636,164.8613974,4.094460227,0.925071023,348.4316887,2
STG335-X2C,STG335,BMS-754807,0.905531833,0.000301088,8.188920455,1.850142045,-586.4373269,8
STG335-X2C,STG335,BX-795,0.236260427,1.350264231,5,0.01953125,76.39142074,3
STG335-X2C,STG335,BYL719,0.459971602,0.406203546,0.01953125,5,45.27066696,5
STG335-X2C,STG335,Bosutinib,0.147079254,2.461819968,2,0.0078125,103.7465658,2
STG335-X2C,STG335,CEP-701,0.363284831,0.606227167,2,0.0078125,78.47413012,4
STG335-X2C,STG335,CHIR-99021,0.266848575,3.007475736,8.188920455,1.850142045,32.66099246,3
STG335-X2C,STG335,Camptothecin,0.175963833,0.222795381,0.1,0.000390625,114.4464916,2
STG335-X2C,STG335,Cisplatin,0.394780111,0.606227167,7.318181818,0.028586648,55.08056438,4
STG335-X2C,STG335,Docetaxel,0.357201318,0.003326929,0.0125,4.88E-05,76.12918461,4
STG335-X2C,STG335,Fulvestrant,0.125136415,74.01770374,0.58984375,0.4140625,1465.643163,2
STG335-X2C,STG335,GDC0941,0.516708792,0.222795381,3.3625,0.653125,-65.6333356,5
STG335-X2C,STG335,GSK269962A,0.327169938,0.740595786,4.094460227,0.925071023,-14.95210741,4
STG335-X2C,STG335,GW 441756,0.012236217,2.69E+43,2,0.0078125,1890.868801,1
STG335-X2C,STG335,Gefitinib,0.131365962,54770.71383,0.5,0.001953125,309.2639633,1
STG335-X2C,STG335,JNK Inhibitor VIII,0.052417352,121992.1176,10,0.0390625,269.6812539,1
STG335-X2C,STG335,JQ1,0.235303651,0.496237468,3.784801136,0.196599787,31.30549043,3
STG335-X2C,STG335,KU-55933,0.258565581,3.007475736,10,0.0390625,78.33281254,4
STG335-X2C,STG335,Lenalidomide,0.046340266,3.30E+25,5,0.01953125,1130.613022,1
STG335-X2C,STG335,MK-2206,0.550341614,0.182372916,3.275568182,0.740056818,-94.16167233,5
STG335-X2C,STG335,NU-7441,0.19448968,1.350264231,2,0.0078125,92.91552193,3
STG335-X2C,STG335,NVP-BEZ235,0.560054657,0.011059069,0.204723011,0.046253551,-96.19284418,5
STG335-X2C,STG335,Nilotinib,0.160685368,2.461819968,2,0.0078125,103.7465658,2
STG335-X2C,STG335,Nutlin-3a,0.141908183,164.8613974,6.551136364,1.480113636,316.8352237,2
STG335-X2C,STG335,Obatoclax Mesylate,0.612611482,0.332504761,8.188920455,1.850142045,-115.3842578,6
STG335-X2C,STG335,PD-0325901,0.391051199,0.081879838,0.21015625,0.040820313,42.47788336,4
STG335-X2C,STG335,PD-0332991,0.133494193,110.4656601,3.275568182,0.740056818,336.5154194,2
STG335-X2C,STG335,PD-173074,0.320810558,2.01516424,1.637784091,0.370028409,113.939751,4
STG335-X2C,STG335,PF-02341066,0.080120574,20128.8605,0.818892045,0.185014205,779.6355843,2
STG335-X2C,STG335,PF-4708671,0.627232212,0.272177378,8.188920455,1.850142045,-128.8429169,6
STG335-X2C,STG335,PLX4720,0.134003516,40.59738695,10,0.0390625,125.2673359,2
STG335-X2C,STG335,RO-3306,0.131772948,164.8613974,4.094460227,0.925071023,348.4316887,2
STG335-X2C,STG335,SB 216763,0.228083733,12.21301886,10,0.0390625,103.6052482,3
STG335-X2C,STG335,SB-505124,0.227741095,3.674074636,6.541193182,1.843705611,54.45004325,3
STG335-X2C,STG335,SCH772984,0.598614303,0.222795381,0.01953125,5,56.10171081,5
STG335-X2C,STG335,SL 0101-1,0.751131217,0.067024121,10,0.0390625,9.736201487,6
STG335-X2C,STG335,Tamoxifen,0.651521224,0.081879838,4.094460227,0.925071023,-162.9973577,6
STG335-X2C,STG335,Vinblastine,0.354004029,0.013510281,0.1,0.000390625,63.90162026,3
STG335-X2C,STG335,Vorinostat,0.565121406,0.496237468,10,0.0390625,45.83968099,5
STG335-X2C,STG335,ZM-447439,0.225434733,3.007475736,3.275568182,0.740056818,94.25955529,2
VHIO098-X1C,VHIO098,17-AAG,0.718145107,0.016504799,1,0.00390625,25.98786702,6
VHIO098-X1C,VHIO098,681640,0.393654243,0.222795381,2,0.0078125,60.42239037,4
VHIO098-X1C,VHIO098,ABT-263,0.684504104,0.030091772,2,0.0078125,24.31891087,6
VHIO098-X1C,VHIO098,AICAR,0.248235631,448.5885537,1674.576271,6.541313559,76.24585783,3
VHIO098-X1C,VHIO098,AMG-706,0.13462407,2.69E+43,2,0.0078125,1890.868801,1
VHIO098-X1C,VHIO098,AZ628,0.036356496,1.34E+32,1.637784091,0.370028409,5039.808988,1
VHIO098-X1C,VHIO098,AZD2281,0.056846169,1.64E+20,5.278409091,1.475142045,3620.586862,1
VHIO098-X1C,VHIO098,AZD6482,0.185766013,134.9500763,4.094460227,0.925071023,334.9730296,2
VHIO098-X1C,VHIO098,AZD8055,0.684080432,0.024632127,1.637784091,0.370028409,-182.1507496,6
VHIO098-X1C,VHIO098,Axitinib,0.281096373,0.904746848,2,0.0078125,85.69482602,4
VHIO098-X1C,VHIO098,BIBW2992,0.261928582,3.72E-44,0.5,0.001953125,-1690.868801,2
VHIO098-X1C,VHIO098,BIRB 0796,0,3.72E-44,10,0.0390625,-1744.892902,1
VHIO098-X1C,VHIO098,BMS-536924,0.194090786,3.007475736,3.275568182,0.740056818,94.25955529,3
VHIO098-X1C,VHIO098,BMS-708163,0,3.72E-44,4.094460227,0.925071023,-6717.364347,1
VHIO098-X1C,VHIO098,BMS-754807,0.254105897,49.59568847,8.188920455,1.850142045,221.0822201,2
VHIO098-X1C,VHIO098,BX-795,0.387412831,0.606227167,5,0.01953125,61.95002894,4
VHIO098-X1C,VHIO098,Bosutinib,0.389007546,0.182372916,2,0.0078125,56.81204242,4
VHIO098-X1C,VHIO098,CEP-701,0.883185593,0.002229214,2,0.0078125,-22.61561248,8
VHIO098-X1C,VHIO098,CHIR-99021,0.047795905,40528561.98,8.188920455,1.850142045,1136.27104,1
VHIO098-X1C,VHIO098,Camptothecin,0.567397029,0.004064334,0.1,0.000390625,42.23953256,5
VHIO098-X1C,VHIO098,Cisplatin,0.276284914,1.105281551,7.318181818,0.028586648,65.91160823,3
VHIO098-X1C,VHIO098,Docetaxel,0.360723695,0.740595786,0.0125,4.88E-05,173.6085793,7
VHIO098-X1C,VHIO098,GDC0941,0.458563627,0.496237468,3.3625,0.653125,-16.76443136,5
VHIO098-X1C,VHIO098,GSK269962A,0.114334256,90.4235285,4.094460227,0.925071023,308.0557114,2
VHIO098-X1C,VHIO098,GW 441756,0.005979268,2.69E+43,2,0.0078125,1890.868801,1
VHIO098-X1C,VHIO098,Gefitinib,0.115435988,164.8613974,0.5,0.001953125,204.5638727,2
VHIO098-X1C,VHIO098,JNK Inhibitor VIII,0.044076747,2.69E+43,10,0.0390625,1861.8447,1
VHIO098-X1C,VHIO098,JQ1,0.049752227,6055.418129,3.784801136,0.196599787,349.4512102,2
VHIO098-X1C,VHIO098,KU-55933,0.182265706,9.997172493,10,0.0390625,99.99490024,2
VHIO098-X1C,VHIO098,Lenalidomide,0.064632759,2225.435059,5,0.01953125,209.9742949,2
VHIO098-X1C,VHIO098,MK-2206,0.414695975,0.496237468,3.275568182,0.740056818,-26.86837675,4
VHIO098-X1C,VHIO098,NU-7441,0.074676467,2.0072E+14,2,0.0078125,681.4022378,1
VHIO098-X1C,VHIO098,NVP-BEZ235,0.431358529,0.024632127,0.204723011,0.046253551,-42.35820772,5
VHIO098-X1C,VHIO098,Nilotinib,0.11055689,2011747.921,2,0.0078125,349.2502264,1
VHIO098-X1C,VHIO098,Nutlin-3a,0.171476019,12.21301886,6.551136364,1.480113636,141.8726552,3
VHIO098-X1C,VHIO098,Obatoclax Mesylate,0.919400215,0.004064334,8.188920455,1.850142045,-411.4747584,8
VHIO098-X1C,VHIO098,PD-0325901,0.577432283,0.004965182,0.21015625,0.040820313,-128.5632815,7
VHIO098-X1C,VHIO098,PD-0332991,0.051355526,2.69E+43,3.275568182,0.740056818,6742.837159,1
VHIO098-X1C,VHIO098,PD-173074,0,3.72E-44,1.637784091,0.370028409,-6655.765784,1
VHIO098-X1C,VHIO098,PF-02341066,0.259477977,0.606227167,0.818892045,0.185014205,79.78531025,4
VHIO098-X1C,VHIO098,PF-4708671,0.503920634,0.606227167,8.188920455,1.850142045,-75.00828047,7
VHIO098-X1C,VHIO098,PLX4720,0.133905928,18196079.5,10,0.0390625,359.9399527,1
VHIO098-X1C,VHIO098,RO-3306,0.096440416,3.72E-44,4.094460227,0.925071023,-6717.364347,1
VHIO098-X1C,VHIO098,SB 216763,0.13232292,1347975.121,10,0.0390625,313.0054293,2
VHIO098-X1C,VHIO098,SB-505124,0.038891649,447828059,6.541193182,1.843705611,1524.717692,1
VHIO098-X1C,VHIO098,SL 0101-1,0.658048606,0.272177378,10,0.0390625,35.00863714,6
VHIO098-X1C,VHIO098,Tamoxifen,0.325868043,3.007475736,4.094460227,0.925071023,79.2585064,4
VHIO098-X1C,VHIO098,Vinblastine,0.889338121,2.73E-15,0.1,0.000390625,-463.2091805,8
VHIO098-X1C,VHIO098,Vorinostat,0.443221981,0.740595786,10,0.0390625,53.06037689,5
VHIO098-X1C,VHIO098,ZM-447439,0.312445647,0.904746848,3.275568182,0.740056818,13.50760059,4
VHIO169-X11C,VHIO169,(5Z)-7-Oxozeaenol,0.322153284,1.350264231,7.701322115,2.337740385,-46.03935574,4
VHIO169-X11C,VHIO169,17-AAG,0.531943414,0.054863725,1,0.00390625,47.64995472,5
VHIO169-X11C,VHIO169,5-Fluorouracil,0.152656284,1347975.121,20,0.078125,300.5054293,1
VHIO169-X11C,VHIO169,681640,0.221524604,0.740595786,2,0.0078125,82.08447807,3
VHIO169-X11C,VHIO169,ABT-263,0.182793573,6.698622458,2,0.0078125,121.7983055,2
VHIO169-X11C,VHIO169,AG-014699,0.086888655,81602450175,5,0.01953125,524.0745666,1
VHIO169-X11C,VHIO169,AICAR,0.157254099,669.4834913,1674.576271,6.541313559,83.46655373,2
VHIO169-X11C,VHIO169,AKT inhibitor VIII,0.160803572,12.21301886,5,0.01953125,116.1052482,2
VHIO169-X11C,VHIO169,AMG-706,0.024824352,2.70642E+19,2,0.0078125,894.4127669,1
VHIO169-X11C,VHIO169,AZ628,0.014692957,3.31191E+13,1.637784091,0.370028409,2159.655937,1
VHIO169-X11C,VHIO169,AZ960,0.332379109,2.461819968,7.701322115,2.337740385,4.337843755,4
VHIO169-X11C,VHIO169,AZD2281,0.164766425,4956.7646,5.278409091,1.475142045,636.9081799,2
VHIO169-X11C,VHIO169,AZD6482,0.332289066,3.674074636,4.094460227,0.925071023,92.71716552,4
VHIO169-X11C,VHIO169,AZD7762,0.314594267,0.406203546,2,0.0078125,71.25343422,3
VHIO169-X11C,VHIO169,AZD8055,0.481550175,0.149284425,1.637784091,0.370028409,-61.02281751,5
VHIO169-X11C,VHIO169,AZD8931,0.218192653,3321.288563,0.01953125,5,-117.1949908,2
VHIO169-X11C,VHIO169,Anastrozole,0.021575637,3.30E+23,8.102678571,1.936383929,3737.205726,1
VHIO169-X11C,VHIO169,Axitinib,0.241652021,1.105281551,2,0.0078125,89.30517398,3
VHIO169-X11C,VHIO169,BI-2536,0.173892688,2011747.921,2.057692308,0.008037861,348.7373855,1
VHIO169-X11C,VHIO169,BI-D1870,0.206161101,3.674074636,5,0.01953125,94.44316049,3
VHIO169-X11C,VHIO169,BIBW2992,0.171952016,110.4656601,0.5,0.001953125,197.3431768,2
VHIO169-X11C,VHIO169,BIRB 0796,0.057507517,2.69E+43,10,0.0390625,1861.8447,1
VHIO169-X11C,VHIO169,BMN-673,0.25117854,14.92000161,7.701322115,2.337740385,155.4694422,4
VHIO169-X11C,VHIO169,BMS-345541,0.071905399,3321.288563,7.701322115,2.337740385,608.8642377,2
VHIO169-X11C,VHIO169,BMS-536924,0.164164971,3.007475736,3.275568182,0.740056818,94.25955529,2
VHIO169-X11C,VHIO169,BMS-708163,0.144979395,2457646.431,4.094460227,0.925071023,994.4473263,2
VHIO169-X11C,VHIO169,BMS-754807,0.45500232,0.904746848,8.188920455,1.850142045,-48.09096224,5
VHIO169-X11C,VHIO169,BX-795,0.290949337,1.105281551,5,0.01953125,72.78107279,4
VHIO169-X11C,VHIO169,BYL719,0.292353159,5.483270348,0.01953125,5,-1.66385639,4
VHIO169-X11C,VHIO169,Bicalutamide,0.038269396,7385044087,7.701322115,2.337740385,1834.709425,1
VHIO169-X11C,VHIO169,Bortezomib,0.25293497,0.004064334,0.02,7.81E-05,71.26363374,3
VHIO169-X11C,VHIO169,Bosutinib,0.113971023,201.4024823,2,0.0078125,183.1742207,2
VHIO169-X11C,VHIO169,CEP-701,0.385279061,0.332504761,2,0.0078125,67.64308627,4
VHIO169-X11C,VHIO169,CHIR-99021,0.070019605,149031.342,8.188920455,1.850142045,759.4285847,2
VHIO169-X11C,VHIO169,Camptothecin,0.168838361,0.182372916,0.1,0.000390625,110.8361436,2
VHIO169-X11C,VHIO169,Carboplatin,0.033833859,2.00834E+12,10,0.0390625,569.3401338,1
VHIO169-X11C,VHIO169,Cisplatin,0.234020976,2.01516424,7.318181818,0.028586648,76.74265208,3
VHIO169-X11C,VHIO169,Cyclophosphamide,0.031477578,2.00E+28,6.484375,3.5546875,10629.49456,1
VHIO169-X11C,VHIO169,Docetaxel,0.161089493,0.904746848,0.0125,4.88E-05,177.2189272,2
VHIO169-X11C,VHIO169,EHT 1864,0.125720049,33.23167554,10,0.0390625,121.6569879,2
VHIO169-X11C,VHIO169,EPZ004777,0.058715185,1.64117E+18,0.0390625,10,-714.8437944,1
VHIO169-X11C,VHIO169,EPZ5676,0.029973046,2.69E+43,0.0390625,10,-1761.8447,1
VHIO169-X11C,VHIO169,Embelin,0.046248563,2.69E+43,10,0.0390625,1861.8447,1
VHIO169-X11C,VHIO169,Epirubicin,0.816916662,0.067024121,6.484375,3.5546875,-660.5860975,6
VHIO169-X11C,VHIO169,Erlotinib,0.115128203,245625682.5,2,0.0078125,435.8985772,1
VHIO169-X11C,VHIO169,Everolimus,0.411545011,367.1997236,3.2421875,1.77734375,886.7967275,7
VHIO169-X11C,VHIO169,FK866,0.746799311,0.009052587,0.770132212,0.233774038,-272.7130335,6
VHIO169-X11C,VHIO169,Fulvestrant,0.064490219,4.04E+21,0.58984375,0.4140625,14309.11763,1
VHIO169-X11C,VHIO169,GDC-0449,0.119647295,367.1997236,10,0.0390625,164.9811633,2
VHIO169-X11C,VHIO169,GDC0941,0.324250208,0.904746848,3.3625,0.653125,19.88724683,4
VHIO169-X11C,VHIO169,GSK1120212,0.23027831,1.649546663,0.770132212,0.233774038,163.8893621,2
VHIO169-X11C,VHIO169,GSK1904529A,0.064706474,2.45071E+16,5,0.01953125,751.5264874,1
VHIO169-X11C,VHIO169,GSK2118436,0.043238893,3321.288563,7.701322115,2.337740385,608.8642377,2
VHIO169-X11C,VHIO169,GSK269962A,0.169103703,3.674074636,4.094460227,0.925071023,92.71716552,3
VHIO169-X11C,VHIO169,GW 441756,0.097994805,2.69E+43,2,0.0078125,1890.868801,1
VHIO169-X11C,VHIO169,GW843682X (AN-13),0.185692171,22229191.53,5,0.01953125,376.0503006,1
VHIO169-X11C,VHIO169,Gefitinib,0.140646291,4956.7646,0.5,0.001953125,265.9397879,1
VHIO169-X11C,VHIO169,Gemcitibine,0.533556934,0.222795381,10,0.0390625,31.39828919,7
VHIO169-X11C,VHIO169,INCB-18424,0.031679399,2.69E+43,7.701322115,2.337740385,8316.57576,1
VHIO169-X11C,VHIO169,JNJ-26854165,0.371106596,1.105281551,10,0.0390625,60.28107279,3
VHIO169-X11C,VHIO169,JNK Inhibitor VIII,0.131603583,66910.49509,10,0.0390625,258.85021,1
VHIO169-X11C,VHIO169,JQ1,0.355452428,0.122199283,3.784801136,0.196599787,-16.07791465,3
VHIO169-X11C,VHIO169,KU-55933,0.234940258,3.674074636,10,0.0390625,81.94316049,3
VHIO169-X11C,VHIO169,LCL161,0.128669816,201061043.5,6.484375,3.5546875,2969.55783,1
VHIO169-X11C,VHIO169,LY317615,0.013148814,2.69E+43,10,0.0390625,1861.8447,1
VHIO169-X11C,VHIO169,Lapatinib,0.09175961,2.00607E+16,0.0078125,2,-664.4402407,1
VHIO169-X11C,VHIO169,Lenalidomide,0.034290563,2.00E+34,5,0.01953125,1495.258165,1
VHIO169-X11C,VHIO169,MK-2206,0.249613926,6.698622458,3.275568182,0.740056818,148.0941918,4
VHIO169-X11C,VHIO169,MLN8237,0.254208419,14.92000161,2,0.0078125,136.2396973,2
VHIO169-X11C,VHIO169,NU-7441,0.189215469,4.488423388,2,0.0078125,114.5776096,2
VHIO169-X11C,VHIO169,NVP-AUY922,0.462095387,0.020163043,0.000976563,0.25,45.40178503,5
VHIO169-X11C,VHIO169,NVP-BEZ235,0.370957835,0.036761532,0.204723011,0.046253551,-15.44088949,4
VHIO169-X11C,VHIO169,Nilotinib,0.062603727,300.5775245,2,0.0078125,190.3949166,2
VHIO169-X11C,VHIO169,Nutlin-3a,0.138920412,4057.443232,6.551136364,1.480113636,532.1737695,2
VHIO169-X11C,VHIO169,OSI-906,0.035971298,6.02E+21,1.925330529,0.584435096,4251.547852,1
VHIO169-X11C,VHIO169,Obatoclax Mesylate,0.398657551,1.105281551,8.188920455,1.850142045,-34.63230312,4
VHIO169-X11C,VHIO169,PAC-1,0.223406177,4.488423388,7.701322115,2.337740385,54.71504325,3
VHIO169-X11C,VHIO169,PD-0325901,0.259015141,1.649546663,0.21015625,0.040820313,225.7362743,2
VHIO169-X11C,VHIO169,PD-0332991,0.051838604,13487.37726,3.275568182,0.740056818,659.5232382,2
VHIO169-X11C,VHIO169,PD-173074,0.065484351,1.64E+30,1.637784091,0.370028409,4743.718487,1
VHIO169-X11C,VHIO169,PF-02341066,0.059103461,2.21915E+13,0.818892045,0.185014205,2179.336132,1
VHIO169-X11C,VHIO169,PF-4708671,0.466452224,0.904746848,8.188920455,1.850142045,-48.09096224,5
VHIO169-X11C,VHIO169,PF-562271,0.194986223,3.674074636,7.701322115,2.337740385,37.92264342,3
VHIO169-X11C,VHIO169,PF477736,0.055374984,246.0428002,1,0.00390625,199.2845686,2
VHIO169-X11C,VHIO169,PLX4720,0.088069798,164.8613974,10,0.0390625,150.5397715,2
VHIO169-X11C,VHIO169,Paclitaxel,0.023614217,405514.9066,0.01,3.91E-05,415.9156452,1
VHIO169-X11C,VHIO169,RI-1,0.229214526,5.483270348,0.078125,20,23.33614361,3
VHIO169-X11C,VHIO169,RO-3306,0.075615287,448.5885537,4.094460227,0.925071023,415.7249843,2
VHIO169-X11C,VHIO169,SB 216763,0.007582154,2.69E+43,10,0.0390625,1861.8447,1
VHIO169-X11C,VHIO169,SB-505124,0.089373213,2.69E+43,6.541193182,1.843705611,7848.449514,1
VHIO169-X11C,VHIO169,SCH772984,0.343582045,0.606227167,0.01953125,5,38.04997106,3
VHIO169-X11C,VHIO169,SL 0101-1,0.594482009,0.332504761,10,0.0390625,38.61898509,6
VHIO169-X11C,VHIO169,Sorafenib,0.192253948,1.105281551,4,0.015625,76.80517398,3
VHIO169-X11C,VHIO169,TW 37,0.050610548,36636993722,5,0.01953125,509.6331748,1
VHIO169-X11C,VHIO169,Tamoxifen,0.266869689,1.649546663,4.094460227,0.925071023,38.88252905,4
VHIO169-X11C,VHIO169,Temozolomide,0.014311158,2.69E+43,19.453125,10.6640625,16241.64484,1
VHIO169-X11C,VHIO169,Vinblastine,0.128592305,0.182372916,0.1,0.000390625,110.8361436,2
VHIO169-X11C,VHIO169,Vorinostat,0.349957584,1.350264231,10,0.0390625,63.89142074,4
VHIO169-X11C,VHIO169,XAV 939,0.084084904,1491.156552,5.581430288,1.17563101,458.7389971,1
VHIO169-X11C,VHIO169,YK 4-279,0.102504218,300.5775245,7.701322115,2.337740385,407.3554397,2
VHIO169-X11C,VHIO169,ZM-447439,0.194891555,4.488423388,3.275568182,0.740056818,121.1768735,2
VHIO169-X11C,VHIO169,mirin,0.17508288,49.59568847,100,0.390625,87.35358266,3
VHIO169-X3C,VHIO169,(5Z)-7-Oxozeaenol,0.089082681,22.2669408,7.701322115,2.337740385,189.0542419,2
VHIO169-X3C,VHIO169,5-Fluorouracil,0.027635018,4.04E+21,20,0.078125,943.1473644,1
VHIO169-X3C,VHIO169,AG-014699,0.142241723,7397.585254,5,0.01953125,231.6363826,1
VHIO169-X3C,VHIO169,AKT inhibitor VIII,0.464291844,0.406203546,5,0.01953125,54.72933304,5
VHIO169-X3C,VHIO169,AZ960,0.502760543,0.606227167,7.701322115,2.337740385,-113.2089551,5
VHIO169-X3C,VHIO169,AZD7762,0.010928779,4.93997E+15,2,0.0078125,739.167805,1
VHIO169-X3C,VHIO169,AZD8931,0.069960065,149031.342,0.01953125,5,-185.7916018,1
VHIO169-X3C,VHIO169,Anastrozole,0.005010648,2.69E+43,8.102678571,1.936383929,6940.134982,1
VHIO169-X3C,VHIO169,BI-2536,0.303261134,1.350264231,2.057692308,0.008037861,92.40268107,2
VHIO169-X3C,VHIO169,BIBW2992,0.022128415,4.03E+25,0.5,0.001953125,1175.747471,1
VHIO169-X3C,VHIO169,BMN-673,0.198716966,27.20234828,7.701322115,2.337740385,205.8466417,2
VHIO169-X3C,VHIO169,BMS-345541,0.152354162,18.2269798,7.701322115,2.337740385,172.2618421,2
VHIO169-X3C,VHIO169,Bicalutamide,0.188535792,2718.696749,7.701322115,2.337740385,592.0718378,2
VHIO169-X3C,VHIO169,Bortezomib,0.234795965,0.004965182,0.02,7.81E-05,74.87398169,3
VHIO169-X3C,VHIO169,Camptothecin,0.19559096,0.054863725,0.1,0.000390625,89.17405591,3
VHIO169-X3C,VHIO169,Carboplatin,0.086363622,2.69E+43,10,0.0390625,1861.8447,1
VHIO169-X3C,VHIO169,Cyclophosphamide,0.096549315,16476.81812,6.484375,3.5546875,1404.266412,1
VHIO169-X3C,VHIO169,Docetaxel,0.156370891,0.013510281,0.0125,4.88E-05,101.4016203,2
VHIO169-X3C,VHIO169,EHT 1864,0.148601072,6.698622458,10,0.0390625,92.77420434,2
VHIO169-X3C,VHIO169,EPZ004777,0.030402286,300067953.8,0.0390625,10,-310.484824,1
VHIO169-X3C,VHIO169,EPZ5676,0.192140114,2.69E+43,0.0390625,10,-1761.8447,1
VHIO169-X3C,VHIO169,Embelin,0.066159269,1.64303E+14,10,0.0390625,648.7677887,1
